"","rab.all","rab.win.Control","rab.win.Treatment ","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
" g__Hirschia",-2.80445980930121,-3.02349661785283,-2.51572381085834,0.515873983356013,4.41891365799227,0.118759622464477,0.44307091940607,0.470394773363517,0.726756540632231,0.463970895882974,0.702579825991888
" g__SWB02",-2.36102046015527,-2.16134957071742,-2.557144143811,-0.472398338702314,4.76374681587243,-0.0892709824109391,0.456733898740082,0.523886406159155,0.784973792446906,0.532707520266368,0.76282863510949
" c__Alphaproteobacteria",6.33564828076435,6.36573353138094,6.26881754032065,-0.18722558744209,1.39473073655801,-0.138127086441968,0.4359141207109,0.356489108660705,0.712421687172392,0.453957679700987,0.748204653453179
" g__A0839",1.6031296153336,2.55305120103504,-0.0763511174109759,-2.2249762091002,4.60333335359187,-0.436019040561904,0.290175675867232,0.0457055183186704,0.263643742849338,0.0173824310596975,0.158722407086975
" g__Pseudorhodobacter",-2.71853418801958,-2.96236552904441,-2.41673967220994,0.596867499973085,4.27362257594752,0.123208364690099,0.443721537469401,0.47068737142846,0.724081958899981,0.438521285575866,0.679680009447362
" g__bacteriap25",-2.54315040014907,-2.84476766005826,-2.12666716165345,0.804821486711045,4.67025170973565,0.14821512889933,0.428385419249163,0.450340981093881,0.719085543411941,0.437665104663729,0.680382786262736
" g__Dadabacteriales",-2.19763242461993,-2.72267365706373,-1.5384334777392,1.41103332368702,5.17169100372432,0.233743936570626,0.384765629298545,0.247178699212637,0.557394476215942,0.234020058922499,0.506257472283868
" g__Entotheonellaceae",-1.92901687655191,-2.10511438011561,-1.61734704205225,0.380097635118924,5.04571411348224,0.0667295884923152,0.466796876177971,0.558547529634389,0.798580071046426,0.578206110052751,0.791259718060183
" g__Nitrospira",4.97175489721679,5.10488582012977,4.7709399107939,-0.572851127559488,3.33468493779059,-0.12784469504487,0.4176968149555,0.426292930592888,0.749845269737988,0.364452316748018,0.703540435269726
" c__Thermodesulfovibrionia",-2.59992005930853,-2.91463181967299,-2.25619914579721,0.83036026140898,4.96091337214262,0.15354927097869,0.427083335964807,0.396473225480066,0.675193474333416,0.390731264643987,0.655051100759694
