"","Intercept::Est","Intercept::SE","Intercept::t.val","Intercept::pval","TreatmentTreatment :Est","TreatmentTreatment :SE","TreatmentTreatment :t.val","TreatmentTreatment :pval","Time_PointSummer:Est","Time_PointSummer:SE","Time_PointSummer:t.val","Time_PointSummer:pval","TreatmentTreatment :Time_PointSummer:Est","TreatmentTreatment :Time_PointSummer:SE","TreatmentTreatment :Time_PointSummer:t.val","TreatmentTreatment :Time_PointSummer:pval","Intercept::pval.holm","TreatmentTreatment :pval.holm","Time_PointSummer:pval.holm","TreatmentTreatment :Time_PointSummer:pval.holm"
" g__SJA-28",-2.11390513184273,1.08301076330237,-1.95148484248605,0.147403103226805,-0.433367256608249,1.53160850965825,-0.297333501646034,0.468492112459083,-0.211944278819287,1.44053898056521,-0.154265604057652,0.529854645780232,1.23321786228308,2.00748758657245,0.639446848901417,0.440710980533007,0.92349465942055,1,1,1
" g__Kapabacteriales",1.11268090692812,1.09328764366396,1.07519942493867,0.347294098524323,-0.104155878012015,1.5461422132445,-0.0640686822755056,0.627049856598983,-0.527065045368364,1.45420850930963,-0.364293031867768,0.621196837454926,3.1665186104728,2.02653699074613,1.5691934133718,0.185508739439575,0.990927351186199,1,1,1
" f__Gemmatimonadaceae",3.08999626908421,1.16920581787252,2.73450227088304,0.0285682604428734,-0.89362490158491,1.65350672484084,-0.561652071422353,0.580032548395903,0.260935534212281,1.5551891209402,0.17496308677456,0.732846215318391,-1.01466374589002,2.16726023882743,-0.465059948897635,0.618004785249916,0.805540799774984,1,1,1
" g__Roseisolibacter",2.8999717006869,1.15151210880536,2.57662467629331,0.0349044775353455,-2.04320437590586,1.62848404150939,-1.26793551056292,0.269766711386228,-0.26396572113749,1.53165428778277,-0.175043213292974,0.700915766962983,1.08097440474646,2.13446287197169,0.513798858458776,0.588213378108913,0.887702289473294,1,1,1
" g__Gemmatimonas",1.15896815423374,1.24008681728147,0.998453695532896,0.367399286390688,-0.364362720740204,1.75374759551954,-0.210153413844768,0.650463407790262,1.16148650502533,1.64946966374724,0.701880873840447,0.520844911212605,-0.490160504368923,2.29864649209368,-0.210284503520158,0.652338503514049,0.997761521498687,1,1,1
" g__OLB12",-2.1736419036361,1.16555966652015,-1.86119204830923,0.147245929933972,1.94353408550766,1.64835028814785,1.20749185302577,0.317014235876234,-0.19126237846403,1.55033928626624,-0.132774812598836,0.529875930993254,0.404784508016369,2.16050166926684,0.191345362823485,0.563050297559127,0.950259446820803,0.993567242044291,1,1
" f__Microscillaceae",-1.61409845415431,1.12881675480658,-1.42660793760172,0.279294752695022,2.63891039606744,1.59638796408145,1.69188453868221,0.194297499581748,-0.754072406404501,1.50146664494413,-0.517305042744407,0.473433113871804,5.61645963905582,2.09239436908211,2.72434934904254,0.0395665336071857,0.980610485243108,0.979696902560375,1,0.835869874805974
" g__Chryseolinea",-2.00280681264684,1.06129250194679,-1.89000392472086,0.14454469443023,0.661687786157345,1.50089424989802,0.449927233234694,0.538246219553196,-0.242754024184266,1.41165099243716,-0.186410931176795,0.569144659376349,0.505565314523409,1.9672302395999,0.280531747674738,0.536496692139787,0.931410175348424,1,1,1
" g__Ohtaekwangia",-2.11990889972619,1.11200759408467,-1.9039531366404,0.151878529378679,0.249496549039148,1.57261622101641,0.156788593179751,0.536436722621106,-0.0854597248855977,1.47910837107374,-0.055642149041302,0.537226030204871,0.0514529355477517,2.06123661642318,0.0245818556088753,0.562326966439289,0.95696850079867,1,1,1
" o__Cytophagales",-2.27578687285652,1.12673158444752,-2.0277230631781,0.122891133321947,0.684763774869902,1.59343908787981,0.427965229756833,0.509588614756549,1.08863983090056,1.49869310908916,0.734992366436125,0.485739241364357,-0.038280658876465,2.0885292610393,-0.00303006719092645,0.564306004942283,0.919415401788017,0.996783050905016,0.998509831329327,1
" g__Flavobacterium",-2.23760974438681,1.091792883776,-2.04768005274287,0.128868295677497,0.634299910938912,1.54402830353845,0.420131205022693,0.502163282437369,-0.0362446432199573,1.45222029279493,-0.0285008167382858,0.500328232352085,1.19408572704501,2.02376627782095,0.600428275374869,0.488955536108602,0.927775233754245,1,1,1
" g__env.OPS_17",-1.74086768909391,1.10074965028101,-1.59815735342761,0.211131392526272,3.29569338053045,1.55669508420485,2.1860795182275,0.0887332210686851,2.91500149309868,1.46413390596249,2.05708165754243,0.117924206396434,-1.71263295063434,2.04036869599065,-0.877325576041937,0.440193234168689,0.980067362117304,0.93052124472533,0.946223023612178,1
" g__Chryseobacterium",-2.19892557410533,1.04604998308637,-2.09402266081758,0.108849820029923,0.158126110056217,1.47933807300089,0.0940500048901706,0.543197123307419,-0.0640921126856428,1.39137654704432,-0.0750846476893571,0.537286837562719,-0.81871841834554,1.93897644154245,-0.418551996253517,0.517429563617758,0.929806779779089,1,1,1
" g__Fluviicola",-2.25439095913967,1.0341665168134,-2.20804486138258,0.104544190651029,0.245894237405553,1.46253231382966,0.191808457386348,0.522829140764657,-0.125653793135329,1.37557005926922,-0.0759177814116851,0.536579212134233,-0.664977625190931,1.91694904178173,-0.371286852349872,0.516261838338351,0.894085308614604,1,1,1
" o__Sphingobacteriales",-2.29670188868782,1.11561361396179,-2.07636484768779,0.124867634932717,0.19268316158541,1.57771590323283,0.123361248692902,0.491442023048653,0.881272859845809,1.48390482589553,0.616632850221975,0.449489175947073,-0.374458877286766,2.0679207975833,-0.183228935199743,0.47484782072021,0.910824314109172,1,1,1
" g__KD3-93",-2.2768222194176,1.10217199808605,-2.06136449872797,0.11350912316942,0.537982829176574,1.55870658776114,0.35200589031956,0.487734913632856,-0.0641700677865425,1.46602580540293,-0.0622285239300112,0.517064064813374,2.08480017737212,2.04300518461953,1.05386142316685,0.386717172359021,0.935663446400589,1,1,0.996173904740843
" g__CWT_CU03-E12",5.4036226847795,0.780724798300683,7.12955108285332,2.76538921840439e-05,-0.415487136520171,1.10411159823782,-0.362809979851202,0.687474973260564,0.746064594335728,1.03846105981131,0.71890872105044,0.490063116351682,-0.225000781816578,1.44716506449006,-0.178466199020771,0.773647064825294,0.00845029248124529,1,1,1
" g__LiUU-11-161",-2.14622700864608,1.04523952628163,-2.05546970904309,0.116792643841864,0.580341607017981,1.47819191399591,0.387787889979076,0.492123673029947,-0.268644893270612,1.39029853871897,-0.199347807693495,0.539795297680887,-1.05448432004168,1.93747416471373,-0.558290187738301,0.455691383319126,0.951884117338791,1,1,1
" g__S15-21",-2.20847489644047,1.09647464562945,-2.02942467166882,0.130215333577023,-0.394280362062361,1.5506493146474,-0.265706202666671,0.519337804776393,0.10636374214364,1.45844761820678,0.0765447312842688,0.523976591425118,-0.12189239435871,2.03244447301767,-0.0498005995974308,0.503838958456608,0.928661535879028,0.996620195438705,1,1
" g__37-13",4.98170076480136,0.728999276697787,7.0771486191053,4.54852369591155e-06,0.331826587646291,1.03096066406619,0.332739726845937,0.664388254058324,-0.259506896622492,0.969659684345913,-0.27366717476039,0.700758585061842,-0.401490366826893,1.35128573803704,-0.313740721092087,0.69189551155326,0.00152421360159214,1,1,1
" o__Chitinophagales",2.36676157348688,0.938321615301029,2.61813109362057,0.0390209945828146,1.72377617375715,1.32698715422655,1.32086843364114,0.235297397158399,-1.10078149632541,1.24808442256511,-0.874068371706691,0.415433717966177,-0.264960814548314,1.73928926540457,-0.169025293519026,0.696887314534485,0.842384869580051,1,1,1
" g__Aurantisolimonas",-2.14974313826798,1.05147725059815,-2.06638884310218,0.13083832059209,-0.410075919795215,1.48701338832267,-0.270184022671351,0.481221873702502,-0.21439580822781,1.39859548768055,-0.135448104760476,0.494349571286397,0.633105103034,1.94903651899328,0.309764530471185,0.489176067365248,0.910878605263725,1,1,1
" g__Terrimonas",-2.01389748231039,1.16138683284552,-1.72771845321512,0.166683071717407,1.0145619148622,1.64244901017168,0.624112508234884,0.516752674286378,-0.315694306035061,1.54478889861416,-0.216718080008559,0.558743291126203,1.67713569766404,2.15276683219366,0.799844195224261,0.436510457953245,0.977066033238887,0.993745112768779,1,1
" g__Puia",8.22137218673451,0.413522160962183,19.9122356272838,4.72594636698777e-23,-0.652380804645399,0.584808648374549,-1.11616618201457,0.277780155372479,-0.236049545723158,0.550035892881768,-0.430005627191339,0.673274176467251,-0.0920035904758903,0.766511869533864,-0.120611210995135,0.867202798075127,1.80637139230337e-20,1,1,1
