"","Intercept::Est","Intercept::SE","Intercept::t.val","Intercept::pval","TreatmentTreatment :Est","TreatmentTreatment :SE","TreatmentTreatment :t.val","TreatmentTreatment :pval","Time_PointSummer:Est","Time_PointSummer:SE","Time_PointSummer:t.val","Time_PointSummer:pval","TreatmentTreatment :Time_PointSummer:Est","TreatmentTreatment :Time_PointSummer:SE","TreatmentTreatment :Time_PointSummer:t.val","TreatmentTreatment :Time_PointSummer:pval","Intercept::pval.holm","TreatmentTreatment :pval.holm","Time_PointSummer:pval.holm","TreatmentTreatment :Time_PointSummer:pval.holm"
" g__Clitocybe",-0.503761238371317,1.14291870255053,-0.395953023562481,0.535277414975007,-0.801972791974863,1.57540471156322,-0.526496326166048,0.449679906893356,-0.320197061971029,1.48680839213696,-0.225840816596495,0.500554511753194,0.318543531985059,2.0420563008616,0.162664962399819,0.554585112106582,0.988806657986802,1,1,1
" f__Mortierellaceae",-1.12675283397481,1.17235708989107,-0.966809026304534,0.423025624689199,-0.0483032205915665,1.61598272819171,-0.0109689112622849,0.519820537301034,0.621964205998603,1.52510441551221,0.444072186348405,0.527178591482355,-0.513175599668501,2.09465395651444,-0.272314960867301,0.514928012648107,0.995762652862012,1,1,1
" g__Porosphaerella",-1.23500058616754,1.11565306887079,-1.09822493813443,0.373228730080889,0.45592327946839,1.53782162917341,0.300625513281582,0.58283448136357,0.183071265972435,1.45133887634243,0.125311304701473,0.519887847105256,-0.623073941363525,1.99334071074268,-0.312090417318877,0.536480598499362,0.987055680165832,0.999816019662784,1,1
" c__Leotiomycetes",-1.18419916213338,1.14392373451314,-1.04331356170046,0.400088019547541,0.818029800946554,1.57679005252022,0.548400305010963,0.486890260966436,-0.124855179586052,1.48811582542424,-0.0781483632689829,0.502312306605317,-0.700916417924007,2.04385199450738,-0.355330288443188,0.47148790493542,0.977120208923358,0.991532653167011,0.992991595211689,0.992877605762544
" f__Clavicipitaceae",0.85606829560783,1.18881213529034,0.782496307434472,0.446133148759137,-1.24157567001853,1.63866444299185,-0.793931983955225,0.448842490689757,-0.982828958154445,1.54651057461874,-0.646629285286019,0.488823478387614,1.46782771717317,2.12405423587251,0.720321577310881,0.461852339657601,1,1,1,1
" g__Lachnellula",-1.34355549191888,1.20524130299415,-1.11572833451492,0.351867001329196,0.140266524771923,1.66131048785041,0.0953950839047387,0.579838562310826,0.489910323056636,1.56788306976065,0.341170708052707,0.55873633413699,1.28858240962494,2.15340827947388,0.603632776080116,0.49098510650814,0.989189358495548,1,1,0.995231358904277
" c__Cystobasidiomycetes",-1.24725814273695,1.05559889798572,-1.18694581020607,0.358512051511333,0.464792436861483,1.45504266724879,0.355173575918145,0.492951327818807,-0.0641038247102287,1.37321516985701,-0.0346632206173625,0.514701976908232,-0.721557322986786,1.88604174208007,-0.413720947957521,0.499734814036317,0.970306078420788,0.992257543506048,0.989316056281583,0.992731693964546
" g__Sugiyamaella",-1.27871909659463,1.16513072857686,-1.07873727792468,0.37640190603667,2.1941563573636,1.60602187652618,1.3875051795102,0.266082986348169,1.41847506586165,1.51570373406163,0.960352878916989,0.39341499619176,-3.3456483875495,2.08174259490923,-1.64459442209746,0.199306351506867,0.99021075811411,0.98848701529109,0.989252535416108,0.972703637302792
" o__GS21",-0.0662609114314128,1.25508662446991,0.00395948863232243,0.562176979879158,0.037587044796484,1.73001752197896,0.00470808785956781,0.572496481213978,0.581262784032848,1.63272621399613,0.344179084705458,0.568957020095916,-0.273045959220895,2.24246706603577,-0.108653007308976,0.572877417478654,1,1,1,1
" g__Botryobasidium",-0.587610201084906,1.2498020641933,-0.445619469538972,0.531691547327886,-0.701091634591176,1.72273325833035,-0.422570855047042,0.511662371047822,0.3886326369012,1.62585159679853,0.253166395707237,0.558383571806988,0.222476566276125,2.23302512621446,0.102069187678146,0.561632591576026,1,1,1,1
