"","rab.all","rab.win.Control","rab.win.Treatment ","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
" g__Mucronella",-0.222385903993608,-0.077793548042826,-0.330462063273636,-0.105272998776853,5.0698753016547,-0.0182125484632734,0.491838183451276,0.613205178990264,0.902850526544052,0.622771147712077,0.905977674122041
" o__Saccharomycetales",-0.25615444406223,-0.129346791765889,-0.375129786050215,-0.144974010819242,4.97504331659787,-0.0273159482870421,0.485795455143028,0.472894355479041,0.839920386128327,0.527903876570339,0.857032888925676
" o__Tremellodendropsidales",-0.313355995422274,-0.657484380378412,-0.00669019911777546,0.967924176325224,4.92846664478667,0.17140417141404,0.410511367522523,0.351598264380988,0.735910252415907,0.420423627979583,0.78185537554005
" o__Chaetothyriales",1.51922083586231,0.474659958430379,2.79238491946772,1.61841122743995,5.32174962351926,0.276547972004265,0.364346597064387,0.232227586361951,0.670734795805318,0.155615537283581,0.646516849904425
" g__Clitocybe",-0.456007226382674,-0.118566086734877,-0.738230764108078,-0.774640909712759,4.64062817608517,-0.143432582748053,0.432931159715665,0.395456440217074,0.772832095197007,0.410599264603599,0.782705395126843
" f__Mortierellaceae",-0.543072446948751,-0.358734361872769,-0.693554841989584,-0.433160901192621,4.74563879915346,-0.0811630913753219,0.460227274409774,0.524675842384098,0.856452962663174,0.53127822213327,0.86690573028664
" g__Porosphaerella",-0.475084128083404,-0.504332091957808,-0.46460913598033,0.0863557760949885,4.6546792178677,0.0172474510178447,0.491128460273144,0.453048552793407,0.83783375561367,0.456777622894371,0.843084758659057
" c__Leotiomycetes",-0.644953402334097,-0.699850758860913,-0.574906999491613,0.295701721569182,4.67776058409858,0.049049914360319,0.475514550356024,0.522224549390538,0.858564465742066,0.550537687641017,0.87634143897661
" f__Clavicipitaceae",0.500192951566278,0.493498809174131,0.514655177663574,-0.349096692886997,5.04362684005912,-0.059363075930747,0.471965934466476,0.552828504925318,0.872484931681133,0.612834505346855,0.894443117866308
" g__Lachnellula",-0.12233277456528,-0.546576430444636,0.292885959073056,0.879759767778764,5.09702209624981,0.161800345786678,0.417613639923414,0.416467603067781,0.811532407331112,0.383839237851501,0.793441869859574
" c__Cystobasidiomycetes",-0.605507700534108,-0.618481727420495,-0.595167924114493,0.179071202207449,4.23511142637125,0.0375696621123637,0.481902058957971,0.521893937856045,0.85200321538942,0.543051870080855,0.868317156602539
" g__Sugiyamaella",0.177550354628468,0.111390504962072,0.236273728612224,0.199310392772725,4.81628947267019,0.0375180114478724,0.48332150531407,0.565396018480661,0.886717612950838,0.598373571803939,0.901949329177342
" o__GS21",0.642599033204144,0.817082552404124,0.494170541128334,-0.167176243246457,5.01407297332549,-0.0329824423281913,0.485795455143028,0.616188114028051,0.902778523652382,0.653971672572211,0.918426138082227
" g__Botryobasidium",-0.358967734489884,-0.185979957178212,-0.497093999246587,-0.537173048024382,5.29271082568434,-0.0921390090516508,0.453125001987872,0.509017710664568,0.850016517078448,0.500929210338621,0.861446306069327
" g__Humicolopsis",-0.566356394063963,-0.526812273651632,-0.605935797588257,-0.0590244024839768,4.4187159219165,-0.00978565788615313,0.494318182057049,0.523199833314313,0.848555064100042,0.548906972557735,0.864780096211678
" f__Helicobasidiaceae",-0.626675927718539,-0.674278371945144,-0.582624729561227,0.0888011992906872,4.49861795199462,0.0153608484456203,0.492187500328481,0.564661037802987,0.865702021352227,0.541509562851412,0.865480189814866
"k__Fungi",3.54000780286194,3.67752708079765,3.48109384632287,-0.147132732191216,4.20254947932882,-0.0288909826910709,0.480113637200889,0.668302821091654,0.920244538275165,0.743903230765668,0.943704209957765
" g__Talaromyces",-0.356008269583014,0.28998676484999,-0.798136625505316,-1.32349241646435,4.50350717250734,-0.272531806817882,0.371185243548746,0.296660132486137,0.689752524727325,0.287218627509741,0.680853291908279
